"vendorNumber","brand","PurchasePrice","ActualPrice","TotalSalesQuantity","TotalSalesDollars","TotalSalesPrice","TotalExciseTax","TotalQuantityPurchase","TotalPurchaseDollars","freightCost","GrossProfit","profitmargin","stockturnover","salestoPurchaseRatio"
9165,8767,19.68,29.99,113,3388.87,1829.39,89.07,23,452.64,68054.7,2936.23,86.6433353890825,4.91304347826087,7.48689908094733
480,29473,5.8,8.99,65,584.35,404.55,9.75,78,452.4,89286.27,131.95,22.5806451612903,0.833333333333333,1.29166666666667
653,16762,7.53,10.99,46,533.54,216.81,5.15,60,451.8,8014.98,81.74,15.3203133785658,0.766666666666667,1.18092076139885
9552,25181,64.42,95.99,76,7295.24,6143.36,8.38,7,450.94,55551.82,6844.3,93.8187091857156,10.8571428571429,16.1778507118464
3252,6842,9.39,13.99,34,509.66,224.85,25.5,48,450.72,61966.91,58.94,11.5645724600714,0.708333333333333,1.13076854810082
10000,44731,9.39,13.99,48,671.52,41.97,5.4,48,450.72,17587.59,220.8,32.8806290207291,1,1.48988285410011
90047,18338,9.39,13.99,48,671.52,111.92,5.38,48,450.72,1457.73,220.8,32.8806290207291,1,1.48988285410011
1601,10054,12.49,18.99,47,892.53,569.7,5.22,36,449.64,1048.97,442.89,49.6218614500353,1.30555555555556,1.98498799039231
9165,2242,16.05,30.99,168,3694.32,2374.92,132.36,28,449.4,68054.7,3244.92,87.8353797180537,6,8.22056074766355
12546,8539,14.49,19.99,19,379.81,159.92,14.98,31,449.19,123880.97,-69.38,-18.2670282509676,0.612903225806452,0.845544201785436
7153,23946,13.6,19.99,143,2858.57,2058.97,15.81,33,448.8,15884.82,2409.77,84.2998422288067,4.33333333333333,6.36936274509804
9552,18785,9.33,13.99,35,489.65,125.91,3.91,48,447.84,55551.82,41.81,8.53875216991729,0.729166666666667,1.09335923544123
4950,21628,7.84,11.99,43,608.57,281.81,4.79,57,446.88,1610,161.69,26.568841710896,0.754385964912281,1.36181972789116
12546,781,10.39,12.99,13,168.87,155.88,13.65,43,446.77,123880.97,-277.9,-164.564457866998,0.302325581395349,0.377979721109296
90047,17194,8.27,11.99,235,2817.65,827.31,26.29,54,446.58,1457.73,2371.07,84.1506219722109,4.35185185185185,6.30939585292669
1392,24587,4.51,6.99,621,3588.79,1362.8,69.45,99,446.49,79528.99,3142.3,87.558759359004,6.27272727272727,8.03778360097651
60,771,11.44,14.99,47,704.53,494.67,37.01,39,446.16,367.52,258.37,36.6726754006217,1.20512820512821,1.57909718486642
3252,46074,7.43,10.99,50,549.5,230.79,11.19,60,445.8,61966.91,103.7,18.8717015468608,0.833333333333333,1.2326155226559
9165,6365,7.43,10.99,30,334.7,103.91,3.37,60,445.8,68054.7,-111.1,-33.1939049895429,0.5,0.750785105428443
4425,43639,18.54,27.99,27,755.73,363.87,3.01,24,444.96,144929.24,310.77,41.1218292247231,1.125,1.69842233009709
3252,44369,3.37,4.99,120,598.8,99.8,13.47,132,444.84,61966.91,153.96,25.7114228456914,0.909090909090909,1.34610196924737
9552,19312,9.67,14.99,28,419.72,209.86,3.13,46,444.82,55551.82,-25.1,-5.98017726103116,0.608695652173913,0.943572681084484
4425,32543,5.29,7.99,84,671.16,55.93,9.45,84,444.36,144929.24,226.8,33.7922403003755,1,1.51039697542533
9552,26008,12.33,18.99,22,417.78,113.94,2.46,36,443.88,55551.82,-26.1,-6.2473071951745,0.611111111111111,0.941200324412003
90047,20739,12.33,23.99,37,831.63,554.76,4.11,36,443.88,1457.73,387.75,46.6253021175282,1.02777777777778,1.8735469045688
4425,23193,36.98,53.99,46,2483.54,1673.69,5.09,12,443.76,144929.24,2039.78,82.1319568035949,3.83333333333333,5.596583738958
3960,1294,11.99,14.99,37,554.63,134.91,29.15,37,443.63,257032.07,111,20.0133422281521,1,1.25020850708924
3252,24997,16.43,23.99,109,3159.91,1507.48,12.15,27,443.61,61966.91,2716.3,85.9613090246241,4.03703703703704,7.12317125402944
1590,15747,6.16,10.99,41,450.59,109.9,4.59,72,443.52,7259.75,7.06999999999999,1.56905390709958,0.569444444444444,1.01594065656566
9552,14716,12.32,17.99,18,347.82,127.93,2.01,36,443.52,55551.82,-95.7,-27.5142314990512,0.5,0.78422619047619
653,19942,5.47,7.99,78,615.72,141.82,8.74,81,443.07,8014.98,172.65,28.0403430130579,0.962962962962963,1.38966754688875
9165,21179,40.26,59.99,44,2507.56,1815.68,4.88,11,442.86,68054.7,2064.7,82.3390068433058,4,5.6621957277695
9165,15222,19.2,28.99,23,666.77,86.97,2.59,23,441.6,68054.7,225.17,33.7702656088306,1,1.50989583333333
10000,45884,9.2,13.99,48,671.52,41.97,5.4,48,441.6,17587.59,229.92,34.2387419585418,1,1.52065217391304
90024,44907,9.2,13.99,43,601.57,503.64,4.73,48,441.6,2802.64,159.97,26.5920840467444,0.895833333333333,1.3622509057971
4425,6981,6.12,8.99,71,638.29,197.78,7.95,72,440.64,144929.24,197.65,30.9655485750991,0.986111111111111,1.4485521060276
6785,18433,62.91,94.99,63,5984.37,4654.51,6.93,7,440.37,13605.41,5544,92.6413306663859,9,13.5894134477825
8673,10124,7.33,10.99,61,709.39,280.75,6.8,60,439.8,15919.7,269.59,38.0030730627722,1.01666666666667,1.61298317417008
3252,35663,4.31,6.29,77,484.33,75.48,8.64,102,439.62,61966.91,44.71,9.23130923130924,0.754901960784314,1.10170146945089
4425,12595,5.36,7.99,48,383.52,239.7,5.32,82,439.52,144929.24,-56,-14.6015853149771,0.585365853658537,0.872588278121587
9552,24040,8.78,12.99,39,506.61,207.84,4.37,50,439,55551.82,67.61,13.3455715441859,0.78,1.15400911161731
7153,15569,5.22,7.99,84,707.16,58.93,9.45,84,438.48,15884.82,268.68,37.9942304428983,1,1.61275314723591
4425,18771,12.16,17.99,27,485.73,53.97,3.04,36,437.76,144929.24,47.97,9.87585695756903,0.75,1.10958059210526
7255,20382,8.1,15.99,54,807.46,355.77,6.02,54,437.4,648.71,370.06,45.8301340004458,1,1.84604481024234
653,19652,6.07,8.99,53,582.47,98.91,5.95,72,437.04,8014.98,145.43,24.9678095009185,0.736111111111111,1.3327613033132
8892,10273,6.62,9.99,53,529.47,289.71,5.88,66,436.92,11595.97,92.5500000000001,17.4797438948382,0.803030303030303,1.21182367481461
8320,39111,2.02,2.99,232,693.68,101.66,6.24,216,436.32,3151.92,257.36,37.1006804290163,1.07407407407407,1.58984231756509
2000,19822,72.6,105.99,52,5511.48,3285.69,5.77,6,435.6,19016.59,5075.88,92.0964967667487,8.66666666666667,12.6526170798898
8352,885,6.05,7.99,72,575.28,47.94,56.7,72,435.6,10261.6,139.68,24.2803504380476,1,1.32066115702479
9165,24754,9.45,13.99,46,643.54,419.7,5.09,46,434.7,68054.7,208.84,32.4517512508935,1,1.48042328042328
9165,1790,15.5,27.99,79,1635.21,967.54,62.24,28,434,68054.7,1201.21,73.4590664196036,2.82142857142857,3.76776497695852
10754,20507,20.64,31.99,80,2559.2,1599.5,8.88,21,433.44,28720.52,2125.76,83.0634573304157,3.80952380952381,5.90439276485788
90047,14993,3.01,4.49,122,547.78,35.92,3.42,144,433.44,1457.73,114.34,20.8733433130089,0.847222222222222,1.26379660391288
3950,596,17.31,21.99,27,593.73,87.96,21.26,25,432.75,117.52,160.98,27.1133343438937,1.08,1.37199306759099
3252,2101,4.37,5.99,532,3186.68,2222.29,208.38,99,432.63,61966.91,2754.05,86.423801574052,5.37373737373737,7.36583223539745
4692,25071,36.05,52.99,3,158.97,158.97,0.33,12,432.6,9139.38,-273.63,-172.126816380449,0.25,0.36747572815534
1650,24149,13.51,19.99,39,779.61,179.91,4.37,32,432.32,211.97,347.29,44.5466322905042,1.21875,1.80331698741673
1590,25801,18.79,27.99,16,447.84,139.95,1.79,23,432.17,7259.75,15.67,3.49901750625224,0.695652173913043,1.03625887960756
10754,24792,15.43,22.99,28,643.72,298.87,3.13,28,432.04,28720.52,211.68,32.8838625489343,1,1.4899546338302
9165,3634,23.99,29.99,10,299.9,299.9,7.9,18,431.82,68054.7,-131.92,-43.9879959986662,0.555555555555556,0.69450233893752
653,6090,22.72,29.99,12,354.88,324.89,9.47,19,431.68,8014.98,-76.8,-21.6411181244364,0.631578947368421,0.822090437361008
480,8692,53.95,74.99,8,599.92,524.93,6.31,8,431.6,89286.27,168.32,28.0570742765702,1,1.38999073215941
2000,19231,23.97,55.99,59,2148.41,1252.66,6.55,18,431.46,19016.59,1716.95,79.9172411225045,3.27777777777778,4.9793955407222
653,20477,6.53,11.99,98,979.02,129.87,11.03,66,430.98,8014.98,548.04,55.9784274069988,1.48484848484848,2.27161353195044
1392,12259,7.18,10.99,46,583.54,372.71,10.24,60,430.8,79528.99,152.74,26.1747266682661,0.766666666666667,1.35454967502321
4692,22473,86.09,129.99,6,779.94,519.96,1.34,5,430.45,9139.38,349.49,44.8098571685001,1.2,1.81191776048322
10754,34982,12.66,18.99,48,911.52,759.6,5.3,34,430.44,28720.52,481.08,52.7777777777778,1.41176470588235,2.11764705882353
2000,41220,35.86,51.99,10,513.9,461.91,1.1,12,430.32,19016.59,83.58,16.2638645650905,0.833333333333333,1.19422755158951
90047,22653,8.96,14.99,30,428.7,182.37,3.34,48,430.08,1457.73,-1.38,-0.321903428971308,0.625,0.996791294642857
4848,6136,17.16,22.99,101,833.99,459.48,79.56,25,429,1043.69,404.99,48.5605342989724,4.04,1.94403263403263
653,20594,17.87,27.99,24,647.76,53.98,2.7,24,428.88,8014.98,218.88,33.7902927010004,1,1.51035254616676
90024,23934,11.91,17.99,12,215.88,17.99,1.35,36,428.76,2802.64,-212.88,-98.6103390772652,0.333333333333333,0.503498460677302
1587,19951,42.85,65.99,27,1781.73,1715.74,2.97,10,428.5,6070.09,1353.23,75.9503403994994,2.7,4.15806301050175
653,23259,6.12,8.99,648,5825.52,2723.97,72.13,70,428.4,8014.98,5397.12,92.6461500432579,9.25714285714286,13.5983193277311
6213,5737,13.38,16.99,165,2803.35,1699,129.98,32,428.16,9621.58,2375.19,84.7268446679865,5.15625,6.54743553811659
3252,22363,3.56,5.99,96,558.04,110.31,10.77,120,427.2,61966.91,130.84,23.4463479320479,0.8,1.3062734082397
9165,26211,3.56,5.49,120,658.8,120.78,13.49,120,427.2,68054.7,231.6,35.1548269581056,1,1.54213483146067
10754,45645,17.8,28.99,36,1043.64,231.92,4.03,24,427.2,28720.52,616.44,59.0663447165689,1.5,2.44297752808989
6213,589,7.91,10.99,51,560.49,362.67,53.55,54,427.14,9621.58,133.35,23.7916822780067,0.944444444444444,1.31219272369715
10754,20174,10.95,15.99,70,1236.3,936.48,7.74,39,427.05,28720.52,809.25,65.4574132492114,1.79487179487179,2.89497716894977
10754,17437,11.84,17.99,15,269.85,71.96,1.68,36,426.24,28720.52,-156.39,-57.9544191217343,0.416666666666667,0.633094031531531
9552,19881,5.91,12.99,327,2939.73,1267.59,36.46,72,425.52,55551.82,2514.21,85.5252012939964,4.54166666666667,6.90855893965031
9552,14717,5.91,8.99,61,609.39,129.87,6.83,72,425.52,55551.82,183.87,30.1727957465662,0.847222222222222,1.43210659898477
9815,26398,3.94,5.99,108,646.92,83.86,12.13,108,425.52,27100.41,221.4,34.2237061769616,1,1.52030456852792
7153,21371,7.09,10.99,12,155.88,12.99,1.35,60,425.4,15884.82,-269.52,-172.902232486528,0.2,0.366431593794076
6280,24627,11.18,16.99,5,82.95,65.96,0.55,38,424.84,15.26,-341.89,-412.163954189271,0.131578947368421,0.195249976461727
4692,25186,8.66,12.99,619,8040.81,4013.91,68.94,49,424.34,9139.38,7616.47,94.7226709746904,12.6326530612245,18.9489795918367
7153,27189,35.29,53.99,12,647.88,53.99,1.35,12,423.48,15884.82,224.4,34.6360437117985,1,1.52989515443468
3252,7433,8.63,11.99,42,503.58,143.88,44.1,49,422.87,61966.91,80.71,16.0272449263275,0.857142857142857,1.19086243999338
9552,21260,8.78,12.99,50,649.5,64.95,5.62,48,421.44,55551.82,228.06,35.1131639722864,1.04166666666667,1.54114464692483
3252,14922,2.6,3.79,162,613.98,113.7,18.17,162,421.2,61966.91,192.78,31.3984168865435,1,1.45769230769231
3252,28272,2.92,7.79,150,1069.5,195.94,33.74,144,420.48,61966.91,649.02,60.6844319775596,1.04166666666667,2.54352168949772
9206,2840,7.36,10.99,91,1182.09,428.67,71.68,57,419.52,2211.83,762.57,64.510316473365,1.59649122807018,2.81772025171625
4425,22646,16.77,25.99,40,1039.6,441.83,4.46,25,419.25,144929.24,620.35,59.6719892266256,1.6,2.47966607036374
10754,24158,16.12,24.99,7,174.93,124.95,0.77,26,419.12,28720.52,-244.19,-139.592980049163,0.269230769230769,0.417374498950181
4425,26781,11.64,16.99,26,441.74,169.9,2.9,36,419.04,144929.24,22.6999999999999,5.13876941187122,0.722222222222222,1.05417143948072
10754,43730,34.92,50.99,12,719.88,359.94,1.34,12,419.04,28720.52,300.84,41.7902983830638,1,1.71792668957617
4425,15949,8.55,12.99,37,540.63,214.85,4.12,49,418.95,144929.24,121.68,22.5070750790744,0.755102040816326,1.29044038668099
6785,17989,8.05,11.99,69,827.31,287.76,15.46,52,418.6,13605.41,408.71,49.402279677509,1.32692307692308,1.97637362637363
9552,21009,17.44,25.99,5,129.95,77.97,0.56,24,418.56,55551.82,-288.61,-222.093112735668,0.208333333333333,0.310469227828746
9165,18193,104.57,159.99,16,2559.84,1919.88,1.76,4,418.28,68054.7,2141.56,83.6599162447653,4,6.11991967103376
1128,7195,34.84,45.99,12,551.88,91.98,9.45,12,418.08,68601.68,133.8,24.2444009567297,1,1.32003444316877
1650,14835,9.72,14.49,30,433.7,129.41,3.37,43,417.96,211.97,15.74,3.62923679963108,0.697674418604651,1.03765910613456
2000,11239,17.41,26.99,15,404.85,107.96,1.68,24,417.84,19016.59,-12.99,-3.20859577621341,0.625,0.968911545089029
2242,46308,5.88,8.99,51,458.49,278.69,5.68,71,417.48,7982.65,41.01,8.94457894392462,0.71830985915493,1.09823225064674
12546,4808,7.19,8.99,47,422.53,242.73,37.01,58,417.02,123880.97,5.51000000000005,1.30404941660948,0.810344827586207,1.01321279554937
90024,24712,12.25,18.99,14,265.86,227.88,1.54,34,416.5,2802.64,-150.64,-56.6614007372302,0.411764705882353,0.638319327731092
10754,35480,13.42,19.99,58,1091.42,651.66,6.44,31,416.02,28720.52,675.4,61.8826849425519,1.87096774193548,2.6234796404019
4425,40608,9.67,14.99,41,614.59,389.74,4.54,43,415.81,144929.24,198.78,32.3435135618868,0.953488372093023,1.478054880835
8673,16455,8.66,12.99,5,57.45,57.45,0.15,48,415.68,15919.7,-358.23,-623.55091383812,0.104166666666667,0.13820727482679
9552,13379,10.13,14.99,51,764.49,374.75,5.67,41,415.33,55551.82,349.16,45.6722782508601,1.24390243902439,1.84068090434113
12546,1252,13.84,22.99,171,3076.29,2014.88,134.75,30,415.2,123880.97,2661.09,86.5032230381401,5.7,7.40917630057803
4425,22781,37.74,56.99,21,1196.79,626.89,2.33,11,415.14,144929.24,781.65,65.3122101621838,1.90909090909091,2.8828587946235
8673,39461,69.07,104.99,67,7034.33,4724.55,7.43,6,414.42,15919.7,6619.91,94.1086073584833,11.1666666666667,16.9739153515757
9815,21619,2.3,3.49,152,530.48,59.33,17.08,180,414,27100.41,116.48,21.957472477756,0.844444444444444,1.28135265700483
2000,23333,41.37,59.99,6,359.94,239.96,0.66,10,413.7,19016.59,-53.76,-14.9358226371062,0.6,0.87005076142132
7153,22940,206.7,307.99,6,1847.94,923.97,1.35,2,413.4,15884.82,1434.54,77.6291438033702,3,4.47010159651669
4425,23472,11.48,18.99,4,75.96,75.96,0.44,36,413.28,144929.24,-337.32,-444.075829383886,0.111111111111111,0.183797909407665
90027,15891,8.1,11.99,149,1786.51,983.18,16.57,51,413.1,229.88,1373.41,76.8767037408131,2.92156862745098,4.32464294359719
9552,234,11.47,15.49,30,464.7,46.47,55.12,36,412.92,55551.82,51.78,11.1426726920594,0.833333333333333,1.12539959314153
90024,26298,8.6,12.99,27,350.73,64.95,3.03,48,412.8,2802.64,-62.07,-17.6973740484133,0.5625,0.849636627906977
653,6242,34.39,42.99,0,0,0,0,12,412.68,8014.98,-412.68,-Inf,0,0
1392,21102,5.29,7.99,72,575.28,119.85,16.15,78,412.62,79528.99,162.66,28.2749269920734,0.923076923076923,1.39421259270031
9165,6935,7.23,10.99,41,462.59,284.75,4.54,57,412.11,68054.7,50.48,10.9124710867075,0.719298245614035,1.1224915677853
4425,11917,137.33,205.99,4,823.96,411.98,0.9,3,411.99,144929.24,411.97,49.9987863488519,1.33333333333333,1.99995145513241
1590,18569,22.87,45.99,17,781.83,597.87,1.88,18,411.66,7259.75,370.17,47.3466098768275,0.944444444444444,1.89921294271972
6213,4077,10.29,13.99,34,645.66,189.9,26.76,40,411.6,9621.58,234.06,36.2512777622897,0.85,1.56865889212828
10754,21458,45.63,67.99,23,1563.77,1019.85,2.56,9,410.67,28720.52,1153.1,73.7384653753429,2.55555555555556,3.80785058562836
3951,24854,11.4,16.99,0,0,0,0,36,410.4,29.43,-410.4,-Inf,0,0
4425,14097,8.55,19.99,57,860.43,147.89,6.4,48,410.4,144929.24,450.03,52.3029183082877,1.1875,2.09656432748538
8673,10618,6.84,9.99,52,531.48,401.61,5.75,60,410.4,15919.7,121.08,22.781666290359,0.866666666666667,1.29502923976608
1590,18571,6.5,9.95,263,2843.37,1717.38,29.17,63,409.5,7259.75,2433.87,85.5980755230589,4.17460317460317,6.94351648351648
2000,19969,81.81,125.99,44,5543.56,1385.89,4.93,5,409.05,19016.59,5134.51,92.6211676251362,8.8,13.5522796724117
12546,3075,11.36,14.99,8,119.92,119.92,8.4,36,408.96,123880.97,-289.04,-241.027351567712,0.222222222222222,0.293231611893584
2000,23032,51.01,74.99,43,2149.57,1349.73,4.76,8,408.08,19016.59,1741.49,81.0157380313272,5.375,5.26752107429916
1587,23525,17,24.99,20,499.8,374.85,9,24,408,6070.09,91.8,18.3673469387755,0.833333333333333,1.225
6785,25204,17,24.99,208,5197.92,3598.56,23.02,24,408,13605.41,4789.92,92.1507064364207,8.66666666666667,12.74
9165,21114,6.8,9.99,35,349.65,119.88,3.91,60,408,68054.7,-58.35,-16.6881166881167,0.583333333333333,0.856985294117647
9165,21427,6.8,14.99,84,923.16,409.65,9.37,60,408,68054.7,515.16,55.8039776420122,1.4,2.26264705882353
6213,3955,13.59,16.99,26,579.74,188.91,47.77,30,407.7,9621.58,172.04,29.6753717183565,0.866666666666667,1.42197694383125
8892,26457,8.49,12.99,48,623.52,337.74,5.35,48,407.52,11595.97,216,34.6420323325635,1,1.53003533568905
10754,20353,8.49,12.99,5,64.95,51.96,0.55,48,407.52,28720.52,-342.57,-527.43648960739,0.104166666666667,0.159378680800942
1128,395,33.82,45.99,12,551.88,183.96,12.6,12,405.84,68601.68,146.04,26.4622744074799,1,1.35984624482555
1590,43499,4.83,7.49,84,629.16,29.96,9.45,84,405.72,7259.75,223.44,35.5140186915888,1,1.55072463768116
9552,688,7.51,9.99,54,539.46,439.56,42.59,54,405.54,55551.82,133.92,24.8248248248248,1,1.33022636484687
1650,26093,16.88,25.99,24,623.76,51.98,2.7,24,405.12,211.97,218.64,35.0519430550212,1,1.53969194312796
90024,12625,8.44,12.99,48,635.52,52.96,5.4,48,405.12,2802.64,230.4,36.2537764350453,1,1.56872037914692
8673,19547,6.75,9.99,65,649.35,159.84,7.3,60,405,15919.7,244.35,37.6299376299376,1.08333333333333,1.60333333333333
1128,1550,2.91,3.99,2610,10413.9,5111.19,271.34,139,404.49,68601.68,10009.41,96.1158643735776,18.7769784172662,25.745753912334
4425,18972,7.09,10.99,586,6440.14,2176.02,33.26,57,404.13,144929.24,6036.01,93.724825857823,10.280701754386,15.9358127335263
4425,16381,44.82,64.99,0,0,0,0,9,403.38,144929.24,-403.38,-Inf,0,0
1587,19786,50.33,74.99,41,3074.59,2174.71,4.54,8,402.64,6070.09,2671.95,86.904270162851,5.125,7.63607689250944
7153,22093,16.77,24.99,0,0,0,0,24,402.48,15884.82,-402.48,-Inf,0,0
9552,21169,5.59,8.49,107,908.43,416.01,11.91,72,402.48,55551.82,505.95,55.6949902579175,1.48611111111111,2.25708109719738
10754,506,16.77,24.99,23,574.77,299.88,1.31,24,402.48,28720.52,172.29,29.9754684482489,0.958333333333333,1.4280709600477
9165,21997,8.38,12.99,37,258.63,111.84,4.11,48,402.24,68054.7,-143.61,-55.5272010207633,0.770833333333333,0.642974343675418
4425,1997,30.93,42.99,69,2951.31,2263.47,54.42,13,402.09,144929.24,2549.22,86.3758805411834,5.30769230769231,7.33992389763486
7153,20885,6.7,19.99,75,899.25,319.72,8.38,60,402,15884.82,497.25,55.2960800667223,1.25,2.23694029850746
12331,17463,6.7,9.99,39,389.61,29.97,4.38,60,402,119.23,-12.39,-3.18010318010318,0.65,0.969179104477612
17035,37722,6.7,12.99,50,550.5,174.84,5.59,60,402,123780.22,148.5,26.9754768392371,0.833333333333333,1.36940298507463
4425,19699,6.8,9.99,141,1486.59,947.1,15.66,59,401.2,144929.24,1085.39,73.0120611601047,2.38983050847458,3.70535892323031
2000,23335,133.33,199.99,10,1999.9,799.96,1.12,3,399.99,19016.59,1599.91,79.9994999749988,3.33333333333333,4.99987499687492
7153,6520,39.99,55.99,36,2015.64,1735.69,28.41,10,399.9,15884.82,1615.74,80.1601476454129,3.6,5.04036009002251
1392,25919,5.88,9.99,61,632.39,106.9,6.85,68,399.84,79528.99,232.55,36.773193757017,0.897058823529412,1.58160764305722
3252,7300,11.1,14.99,38,569.62,59.96,69.82,36,399.6,61966.91,170.02,29.8479688213195,1.05555555555556,1.42547547547548
4425,23894,6.66,9.99,39,389.61,59.94,4.38,60,399.6,144929.24,-9.99000000000001,-2.56410256410257,0.65,0.975
9744,24030,11.1,16.99,5,90.95,90.95,0.55,36,399.6,3999.93,-308.65,-339.362286970863,0.138888888888889,0.227602602602603
9744,25628,11.1,18.99,19,296.81,232.85,2.09,36,399.6,3999.93,-102.79,-34.6315824938513,0.527777777777778,0.742767767767768
10754,43490,9.08,13.99,33,461.67,349.75,3.64,44,399.52,28720.52,62.15,13.461996664284,0.75,1.15556167400881
4425,41532,6.24,14.99,92,878.6,410.65,20.58,64,399.36,144929.24,479.24,54.545868427043,1.4375,2.20002003205128
9165,6461,11.41,14.49,218,3158.82,1449,171.7,35,399.35,68054.7,2759.47,87.3576208837477,6.22857142857143,7.90990359333918
3252,7328,6.76,8.99,41,532.59,298.77,32.27,59,398.84,61966.91,133.75,25.1131264199478,0.694915254237288,1.33534750777254
9552,21761,11.03,16.99,22,373.78,288.83,2.42,36,397.08,55551.82,-23.3000000000001,-6.23361335544975,0.611111111111111,0.941321648030623
10754,26458,11.03,15.99,4,63.96,31.98,0.45,36,397.08,28720.52,-333.12,-520.825515947467,0.111111111111111,0.161075853732245
9165,4065,20.89,27.99,61,1707.39,1119.6,48.06,19,396.91,68054.7,1310.48,76.753407247319,3.21052631578947,4.3017056763498
8892,43385,5.15,9.99,71,567.29,263.67,10.65,77,396.55,11595.97,170.74,30.0974810061873,0.922077922077922,1.43056361114614
12546,5083,8.26,10.99,43,472.57,428.61,33.93,48,396.48,123880.97,76.09,16.1013183232114,0.895833333333333,1.19191384180791
90010,22632,7.48,20.99,171,2077.29,1108.15,19.09,53,396.44,524.94,1680.85,80.9155197396608,3.22641509433962,5.23985975179094
3252,14923,2.54,3.79,171,648.09,98.54,19.2,156,396.24,61966.91,251.85,38.8603434708142,1.09615384615385,1.63559963658389
660,108,4.77,6.49,73,473.77,376.42,76.65,83,395.91,17932.33,77.86,16.4341347067142,0.879518072289157,1.19666085726554
516,8364,6.49,9.99,61,609.39,49.95,6.86,61,395.89,8510.41,213.5,35.035035035035,1,1.53929121725732
1590,17938,6.7,9.99,140,1604.6,919.2,15.56,59,395.3,7259.75,1209.3,75.3645768415805,2.3728813559322,4.0591955476853
9552,21860,10.96,19.49,21,419.79,219.89,2.35,36,394.56,55551.82,25.2299999999999,6.01014793110839,0.583333333333333,1.06394464720195
90024,21158,10.96,16.99,28,475.72,237.86,3.12,36,394.56,2802.64,81.1599999999999,17.0604557302615,0.777777777777778,1.20569748580697
10754,25161,7.89,11.99,189,1988.11,1514.56,20.88,50,394.5,28720.52,1593.61,80.1570335645412,3.78,5.0395690747782
90011,21376,9.86,14.99,33,491.67,116.92,3.7,40,394.4,238.61,97.27,19.7835946874937,0.825,1.24662778904665
1590,25800,16.43,23.99,12,287.88,119.95,1.34,24,394.32,7259.75,-106.44,-36.9737390579408,0.5,0.730066950699939
3960,327,16.42,22.99,10,237.9,237.9,10.5,24,394.08,257032.07,-156.18,-65.6494325346784,0.416666666666667,0.603684531059683
6213,5517,11.59,15.99,166,3089.34,2004.93,130.85,34,394.06,9621.58,2695.28,87.2445247204905,4.88235294117647,7.83977059331066
1392,8274,2.97,4.49,124,668.76,70.37,18.6,132,392.04,79528.99,276.72,41.3780728512471,0.939393939393939,1.70584634220998
90024,18845,32.67,49.99,0,0,0,0,12,392.04,2802.64,-392.04,-Inf,0,0
9552,24207,16.33,24.99,8,199.92,149.94,0.89,24,391.92,55551.82,-192,-96.0384153661465,0.333333333333333,0.510104102878138
17037,45840,16.33,24.99,24,599.76,49.98,2.7,24,391.92,358.03,207.84,34.6538615446178,1,1.53031230863442
9165,21113,6.53,9.99,25,249.75,89.91,2.79,60,391.8,68054.7,-142.05,-56.8768768768769,0.416666666666667,0.637442572741194
1650,26626,10.88,15.99,36,575.64,31.98,4.05,36,391.68,211.97,183.96,31.957473420888,1,1.46966911764706
9552,26010,21.76,31.99,18,575.82,319.9,2,18,391.68,55551.82,184.14,31.9787433572991,1,1.47012867647059
12331,18166,10.88,15.99,27,431.73,175.89,3.02,36,391.68,119.23,40.05,9.27663122785074,0.75,1.10225183823529
9744,24035,2.33,3.49,160,558.4,132.62,4.52,168,391.44,3999.93,166.96,29.8997134670487,0.952380952380952,1.42652769262211
516,6941,6.2,9.99,65,646.35,287.71,7.24,63,390.6,8510.41,255.75,39.568345323741,1.03174603174603,1.6547619047619
4425,755,21.7,27.99,15,419.85,279.9,11.83,18,390.6,144929.24,29.25,6.96677384780279,0.833333333333333,1.07488479262673
516,16708,7.23,10.99,54,683.46,49.96,6.07,54,390.42,8510.41,293.04,42.8759547010798,1,1.75057630244352
3252,42348,4.82,6.99,72,569.28,150.81,16.16,81,390.42,61966.91,178.86,31.4186340640809,0.888888888888889,1.45812202243737
3252,39998,2.71,3.99,131,522.69,75.81,14.73,144,390.24,61966.91,132.45,25.3400677265683,0.909722222222222,1.33940651906519
7749,22263,32.46,49.99,19,949.81,399.92,2.12,12,389.52,91.5,560.29,58.9896926753772,1.58333333333333,2.43841137810639
6785,24566,6.49,9.99,41,409.59,69.93,4.6,60,389.4,13605.41,20.19,4.9293195634659,0.683333333333333,1.05184899845917
90010,46048,12.16,17.99,29,521.71,143.92,3.25,32,389.12,524.94,132.59,25.4145023097123,0.90625,1.34074321546053
3252,18105,5.33,7.99,41,327.59,79.9,4.58,73,389.09,61966.91,-61.5000000000001,-18.7734668335419,0.561643835616438,0.841938883034773
9552,39581,4.63,10.99,90,798.1,194.77,10.09,84,388.92,55551.82,409.18,51.2692645031951,1.07142857142857,2.05209297541911
3252,39995,2.7,3.99,144,574.56,79.8,16.18,144,388.8,61966.91,185.76,32.3308270676692,1,1.47777777777778
10754,13183,10.8,15.99,36,575.64,47.97,4.05,36,388.8,28720.52,186.84,32.4577861163227,1,1.48055555555556
12546,872,7.19,9.99,52,519.48,349.65,54.6,54,388.26,123880.97,131.22,25.2598752598753,0.962962962962963,1.33796940194715
7153,24063,10.78,16.49,4,65.96,65.96,0.44,36,388.08,15884.82,-322.12,-488.3565797453,0.111111111111111,0.169964955679241
